MaNhanVien,Tuoi,GioiTinh,TinhTrangHonNhan,DiaDiemLamViec,LoaiHopDong,TrinhDoHocVan,LinhVucDaoTao,PhongBan,ViTriCongViec,CapBacCongViec,TanSuatCongTac,LamThemGio,ThuNhapHangThang_VND,PhanTramTangLuong,KhoangCachNha_Km,HaiLong_CongViec,HaiLong_MoiTruong,CanBangCongViec_CuocSong,MucDoGanKetCongViec,HaiLong_QuanHe,DanhGiaHieuSuat,SoLanDaoTao_Nam,SoCongTyDaLam,TongNamKinhNghiem,SoNamTaiCongTy,SoNam_ViTriHienTai,SoNam_TuLanThangChuc,SoNam_VoiQuanLyHienTai,NghiViec
NV20261759,26,Nữ,Độc thân,Hải Phòng,Hợp đồng xác định thời hạn,Thạc sĩ,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư kiểm thử,3,Không công tác,Không,23500000,7,3,1,4,3,4,3,3,1,4,4,4,3,1,1,Không
NV20261760,32,Nam,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Công nghệ thông tin,Công nghệ thông tin,Trưởng nhóm kỹ thuật,3,Thường xuyên,Có,23600000,9,4,4,3,2,3,5,2,4,1,9,7,6,3,6,Không
NV20261761,32,Nam,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Thạc sĩ,Kinh tế,Marketing,Trưởng nhóm marketing,3,Không công tác,Không,23400000,11,16,5,1,2,2,4,4,2,0,8,7,4,3,6,Có
NV20261762,29,Nam,Đã kết hôn,Đà Nẵng,Toàn thời gian,Đại học,Tài chính,Vận hành,Điều phối viên,3,Ít,Không,23300000,8,8,3,2,4,4,3,2,3,1,8,6,4,4,5,Không
NV20261763,43,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư kiểm thử,2,Ít,Không,25900000,12,3,1,4,4,4,5,4,3,4,20,2,1,2,1,Không
NV20261764,32,Nữ,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Kỹ thuật,Công nghệ thông tin,Trưởng nhóm kỹ thuật,3,Không công tác,Không,23600000,10,13,4,4,4,4,3,3,3,2,14,5,2,2,3,Không
NV20261765,27,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Vận hành,Nhân viên vận hành,2,Ít,Không,16200000,10,2,5,5,3,4,2,2,3,1,2,2,1,1,1,Không
NV20261766,32,Nam,Đã kết hôn,Cần Thơ,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Nghiên cứu và Phát triển,Kỹ sư R&D,1,Không công tác,Không,15700000,9,3,4,3,5,2,4,3,2,1,10,1,1,0,1,Không
NV20261767,28,Nam,Đã kết hôn,Đà Nẵng,Toàn thời gian,Đại học,Nhân sự,Nghiên cứu và Phát triển,Kỹ sư R&D,2,Không công tác,Không,20600000,7,2,3,3,3,2,3,2,4,1,5,2,1,1,1,Không
NV20261768,21,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Tiến sĩ,Kỹ thuật,Vận hành,Điều phối viên,1,Không công tác,Không,9200000,5,7,4,5,5,4,4,3,2,0,2,1,0,0,1,Không
NV20261769,40,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Thử việc,Đại học,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư kiểm thử,3,Không công tác,Có,25600000,9,4,5,3,2,4,4,3,4,2,13,7,3,4,6,Không
NV20261770,22,Nam,Đã kết hôn,Cần Thơ,Toàn thời gian,Cao đẳng,Tài chính,Nhân sự,Trưởng nhóm nhân sự,1,Không công tác,Không,12200000,6,11,3,4,1,5,3,4,4,1,0,0,0,0,0,Không
NV20261771,30,Nữ,Đã kết hôn,Hà Nội,Thử việc,Đại học,Công nghệ thông tin,Nghiên cứu và Phát triển,Chuyên viên R&D,2,Ít,Có,18400000,9,7,5,3,4,2,1,3,2,2,3,3,2,2,2,Có
NV20261772,40,Nữ,Độc thân,Hà Nội,Toàn thời gian,Thạc sĩ,Khác,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,4,Ít,Không,28900000,6,5,4,4,3,4,4,2,1,2,14,9,5,6,5,Không
NV20261773,23,Nam,Ly hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Tài chính,Tài chính - Kế toán,Kế toán viên,2,Thường xuyên,Không,17600000,5,10,3,4,1,3,3,3,3,5,2,2,1,1,1,Có
NV20261774,38,Nam,Ly hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Kinh doanh,Quản lý kinh doanh,2,Không công tác,Không,21700000,11,8,4,5,2,4,3,3,4,2,13,2,2,1,1,Có
NV20261775,38,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Nhân sự,Vận hành,Nhân viên vận hành,3,Thường xuyên,Có,22600000,5,14,5,3,5,3,3,3,6,3,9,4,3,3,3,Không
NV20261776,27,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Kinh doanh,Nhân viên kinh doanh,3,Không công tác,Không,23700000,9,7,5,4,5,2,4,3,1,1,9,6,4,3,5,Có
NV20261777,35,Nam,Đã kết hôn,Hải Phòng,Thử việc,Đại học,Kỹ thuật,Kinh doanh,Trưởng nhóm kinh doanh,2,Không công tác,Có,19700000,12,3,3,4,4,4,4,4,4,2,12,2,1,1,1,Không
NV20261778,49,Nữ,Độc thân,Hà Nội,Hợp đồng xác định thời hạn,THPT,Khác,Vận hành,Trưởng nhóm vận hành,4,Ít,Không,37400000,17,8,1,5,2,4,4,3,3,1,31,12,6,9,8,Không
NV20261779,36,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Tài chính,Công nghệ thông tin,Lập trình viên,2,Ít,Không,25800000,7,13,4,4,5,4,5,2,4,1,14,2,1,1,1,Không
NV20261780,37,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Cao đẳng,Marketing,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Không công tác,Có,22500000,9,8,3,3,3,4,3,3,3,2,10,3,2,2,2,Có
NV20261781,34,Nam,Độc thân,Cần Thơ,Thử việc,THPT,Công nghệ thông tin,Kinh doanh,Quản lý kinh doanh,3,Thường xuyên,Không,23500000,15,4,4,2,4,4,3,4,3,2,8,4,2,2,2,Có
NV20261782,37,Nam,Ly hôn,TP. Hồ Chí Minh,Toàn thời gian,THPT,Kinh tế,Kinh doanh,Trưởng nhóm kinh doanh,3,Không công tác,Không,23800000,6,7,4,1,3,4,1,2,2,2,13,5,3,2,4,Không
NV20261783,32,Nữ,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Tài chính - Kế toán,Chuyên viên tài chính,3,Ít,Không,27500000,13,7,4,2,4,3,5,3,3,1,13,4,3,2,2,Không
NV20261784,27,Nam,Độc thân,Bình Dương,Thử việc,Cao đẳng,Kinh tế,Kinh doanh,Nhân viên kinh doanh,2,Không công tác,Không,18300000,11,5,2,4,4,3,2,4,4,3,3,3,1,1,2,Có
NV20261785,34,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kinh tế,Nhân sự,Chuyên viên nhân sự,3,Không công tác,Có,21000000,7,10,1,4,4,3,2,1,4,0,7,5,4,2,4,Không
NV20261786,29,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Tài chính,Marketing,Chuyên viên nội dung,1,Không công tác,Không,16700000,13,13,2,2,4,4,4,4,5,2,2,1,1,0,1,Không
NV20261787,35,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,Đại học,Tài chính,Công nghệ thông tin,Lập trình viên,2,Ít,Không,20400000,9,3,1,2,4,4,4,3,2,5,11,3,2,1,1,Không
NV20261788,33,Nữ,Độc thân,Hải Phòng,Toàn thời gian,Đại học,Marketing,Kinh doanh,Quản lý kinh doanh,2,Ít,Không,22800000,13,8,4,3,3,5,3,4,4,2,12,2,1,1,2,Không
NV20261789,24,Nữ,Ly hôn,Hà Nội,Thử việc,Đại học,Marketing,Marketing,Trưởng nhóm marketing,1,Ít,Không,11300000,14,9,5,4,3,4,3,3,5,1,0,0,0,0,0,Có
NV20261790,34,Nam,Độc thân,Hà Nội,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Kinh doanh,Quản lý kinh doanh,1,Không công tác,Không,17500000,13,12,3,2,2,1,3,3,1,2,11,1,1,1,1,Không
NV20261791,20,Nữ,Độc thân,TP. Hồ Chí Minh,Thử việc,Đại học,Nhân sự,Nghiên cứu và Phát triển,Kỹ sư R&D,1,Ít,Không,13100000,8,6,4,5,3,3,3,3,4,4,2,0,0,0,0,Không
NV20261792,33,Nam,Đã kết hôn,Hà Nội,Thử việc,Đại học,Marketing,Tài chính - Kế toán,Kế toán viên,3,Ít,Không,25100000,17,12,2,3,2,3,5,2,5,2,15,7,3,4,3,Có
NV20261793,37,Nam,Ly hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Khác,Công nghệ thông tin,Kỹ sư dữ liệu,4,Ít,Không,27700000,10,19,2,3,4,4,4,4,5,1,13,10,4,2,8,Không
NV20261794,34,Nữ,Ly hôn,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Công nghệ thông tin,Vận hành,Trưởng nhóm vận hành,3,Không công tác,Không,19700000,13,10,5,5,1,4,4,3,5,4,6,6,4,3,5,Có
NV20261795,33,Nam,Đã kết hôn,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Thạc sĩ,Marketing,Nghiên cứu và Phát triển,Chuyên viên R&D,4,Ít,Không,27600000,8,14,5,3,1,3,4,2,6,2,13,8,6,2,7,Không
NV20261796,33,Nam,Độc thân,Đà Nẵng,Toàn thời gian,Đại học,Khác,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,1,Không công tác,Không,17300000,9,7,2,2,3,4,3,3,2,1,11,1,1,1,1,Không
NV20261797,28,Nữ,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Thạc sĩ,Tài chính,Công nghệ thông tin,Trưởng nhóm kỹ thuật,3,Ít,Không,24000000,10,20,2,3,3,5,3,4,2,2,10,5,3,3,4,Có
NV20261798,36,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Công nghệ thông tin,Vận hành,Trưởng nhóm vận hành,3,Không công tác,Có,25700000,11,8,5,2,3,5,3,4,3,1,13,7,5,5,6,Không
NV20261799,38,Nam,Đã kết hôn,Cần Thơ,Toàn thời gian,Cao đẳng,Kỹ thuật,Tài chính - Kế toán,Trưởng nhóm tài chính,1,Ít,Không,17700000,9,4,3,4,1,4,4,3,5,2,14,1,1,1,1,Có
NV20261800,35,Nữ,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Kỹ thuật,Công nghệ thông tin,Kỹ sư dữ liệu,2,Không công tác,Không,20500000,11,2,2,5,2,4,5,3,4,0,14,3,2,1,1,Không
NV20261801,33,Nữ,Đã kết hôn,Hà Nội,Thử việc,Đại học,Công nghệ thông tin,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,4,Không công tác,Có,29700000,16,9,4,4,4,3,4,2,3,1,15,12,4,6,10,Không
NV20261802,36,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,Đại học,Tài chính,Kinh doanh,Nhân viên kinh doanh,3,Ít,Không,27800000,4,16,2,4,3,4,3,3,2,2,15,6,3,3,3,Có
NV20261803,24,Nữ,Độc thân,Cần Thơ,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Tài chính - Kế toán,Trưởng nhóm tài chính,3,Ít,Có,21000000,9,4,3,3,4,4,3,2,3,2,6,4,3,2,2,Không
NV20261804,27,Nữ,Độc thân,Hà Nội,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Nhân sự,Chuyên viên tuyển dụng,2,Không công tác,Không,19200000,6,14,5,2,4,4,3,1,4,1,4,3,2,2,2,Không
NV20261805,38,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Tài chính,Marketing,Trưởng nhóm marketing,2,Ít,Không,24600000,13,6,3,2,4,4,1,3,5,3,18,3,1,1,2,Không
NV20261806,37,Nữ,Độc thân,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Kinh doanh,Quản lý kinh doanh,2,Không công tác,Không,20900000,9,21,4,5,4,1,5,3,3,4,14,3,2,1,2,Không
NV20261807,20,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Nhân sự,Tài chính - Kế toán,Kế toán viên,1,Ít,Không,14700000,12,1,4,3,2,3,3,3,4,1,2,0,0,0,0,Có
NV20261808,44,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Marketing,Công nghệ thông tin,Lập trình viên,2,Ít,Không,23400000,9,9,4,4,4,5,2,2,4,3,15,2,1,1,2,Không
NV20261809,32,Nam,Độc thân,Bình Dương,Toàn thời gian,Đại học,Khác,Marketing,Chuyên viên marketing,2,Thường xuyên,Có,23500000,11,7,5,2,3,4,3,4,4,2,14,2,1,1,1,Không
NV20261810,30,Nam,Ly hôn,Bình Dương,Toàn thời gian,Thạc sĩ,Kỹ thuật,Vận hành,Nhân viên vận hành,1,Không công tác,Có,14200000,8,10,2,3,2,2,4,3,3,1,10,1,1,1,0,Có
NV20261811,38,Nữ,Đã kết hôn,Bình Dương,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư dữ liệu,2,Thường xuyên,Không,23900000,14,5,3,3,4,1,4,2,4,0,14,3,2,2,2,Không
NV20261812,36,Nam,Độc thân,Bình Dương,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư kiểm thử,3,Ít,Có,25900000,10,9,4,3,3,3,2,3,4,2,15,7,6,3,4,Không
NV20261813,27,Nữ,Độc thân,Hà Nội,Toàn thời gian,THPT,Kỹ thuật,Kinh doanh,Nhân viên kinh doanh,3,Không công tác,Không,21600000,11,9,3,3,3,4,3,2,1,3,4,4,3,2,1,Không
NV20261814,26,Nữ,Độc thân,Hà Nội,Toàn thời gian,Đại học,Kinh tế,Kinh doanh,Quản lý kinh doanh,3,Ít,Không,22200000,10,9,3,4,1,3,3,2,2,5,6,6,4,2,5,Không
NV20261815,26,Nam,Đã kết hôn,Bình Dương,Toàn thời gian,THPT,Công nghệ thông tin,Kinh doanh,Trưởng nhóm kinh doanh,1,Thường xuyên,Không,12100000,12,5,3,2,3,3,2,3,4,2,0,0,0,0,0,Không
NV20261816,46,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Nghiên cứu và Phát triển,Kỹ sư R&D,3,Không công tác,Không,33400000,15,7,2,4,3,3,3,4,1,0,26,4,2,2,1,Không
NV20261817,36,Nữ,Độc thân,Hải Phòng,Toàn thời gian,THPT,Khác,Nhân sự,Chuyên viên tuyển dụng,2,Thường xuyên,Không,18000000,8,20,4,2,3,1,3,4,3,2,9,2,1,1,1,Không
NV20261818,24,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,THPT,Kinh tế,Kinh doanh,Nhân viên kinh doanh,3,Ít,Không,21000000,9,5,3,3,3,2,4,3,6,2,5,4,3,1,2,Không
NV20261819,30,Nam,Ly hôn,Cần Thơ,Hợp đồng xác định thời hạn,Đại học,Kỹ thuật,Công nghệ thông tin,Kỹ sư dữ liệu,3,Không công tác,Có,25300000,11,7,2,4,3,2,3,4,4,1,12,5,3,2,4,Có
NV20261820,34,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Nhân sự,Tài chính - Kế toán,Trưởng nhóm tài chính,2,Không công tác,Có,21900000,8,7,2,4,5,2,3,3,3,0,15,2,1,1,1,Có
NV20261821,28,Nữ,Độc thân,Hải Phòng,Toàn thời gian,Thạc sĩ,Khác,Vận hành,Trưởng nhóm vận hành,3,Ít,Có,23300000,3,4,4,3,4,5,4,4,2,4,6,6,5,1,3,Không
NV20261822,23,Nữ,Ly hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Khác,Công nghệ thông tin,Kỹ sư kiểm thử,1,Không công tác,Không,14400000,3,7,4,5,5,4,3,3,2,2,1,1,1,1,0,Không
NV20261823,27,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Marketing,Kinh doanh,Quản lý kinh doanh,2,Không công tác,Không,17900000,11,19,3,3,4,2,5,3,4,6,4,2,1,1,1,Không
NV20261824,22,Nam,Đã kết hôn,Bình Dương,Toàn thời gian,THPT,Công nghệ thông tin,Marketing,Trưởng nhóm marketing,2,Không công tác,Không,15400000,10,1,2,4,3,3,4,3,2,1,2,2,1,1,1,Không
NV20261825,38,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,THPT,Tài chính,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,3,Không công tác,Không,24100000,10,2,2,1,4,5,5,2,2,3,13,5,3,4,4,Không
NV20261826,41,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Marketing,Tài chính - Kế toán,Trưởng nhóm tài chính,3,Ít,Không,25900000,6,7,4,2,4,4,4,3,5,1,13,5,4,1,3,Không
NV20261827,31,Nam,Đã kết hôn,Đà Nẵng,Toàn thời gian,Đại học,Công nghệ thông tin,Kinh doanh,Quản lý kinh doanh,1,Ít,Có,17000000,7,12,3,4,3,4,3,5,3,5,9,1,1,0,1,Không
NV20261828,20,Nữ,Đã kết hôn,Cần Thơ,Toàn thời gian,Đại học,Công nghệ thông tin,Vận hành,Điều phối viên,1,Ít,Có,13300000,14,9,4,4,4,2,4,2,4,2,2,0,0,0,0,Có
NV20261829,24,Nữ,Độc thân,Hà Nội,Toàn thời gian,Đại học,Khác,Công nghệ thông tin,Trưởng nhóm kỹ thuật,2,Không công tác,Không,19600000,9,6,4,4,2,2,3,3,3,0,4,2,2,1,1,Không
NV20261830,30,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Nghiên cứu và Phát triển,Chuyên viên R&D,4,Ít,Có,27000000,12,12,2,3,4,4,5,2,5,4,8,8,4,4,3,Có
NV20261831,29,Nam,Ly hôn,Bình Dương,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Tài chính - Kế toán,Kế toán viên,1,Không công tác,Không,13600000,10,12,4,3,3,4,4,4,4,2,0,0,0,0,0,Không
NV20261832,30,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,2,Ít,Có,18900000,5,9,2,2,5,3,4,3,2,1,8,3,2,1,2,Có
NV20261833,24,Nữ,Đã kết hôn,Hà Nội,Thử việc,Đại học,Công nghệ thông tin,Kinh doanh,Nhân viên kinh doanh,1,Ít,Không,10800000,13,17,2,5,5,1,3,3,2,3,0,0,0,0,0,Có
NV20261834,28,Nam,Đã kết hôn,Cần Thơ,Thử việc,Tiến sĩ,Marketing,Nhân sự,Chuyên viên tuyển dụng,2,Ít,Không,19200000,9,9,2,4,4,4,5,4,1,2,7,2,1,1,1,Có
NV20261835,20,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,Đại học,Nhân sự,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,1,Ít,Không,12000000,7,3,5,2,3,4,5,4,5,3,0,0,0,0,0,Không
NV20261836,35,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Nhân sự,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,2,Không công tác,Không,22200000,5,8,5,5,4,5,4,2,5,7,13,2,1,1,2,Không
NV20261837,41,Nữ,Đã kết hôn,Bình Dương,Toàn thời gian,Đại học,Khác,Công nghệ thông tin,Kỹ sư kiểm thử,5,Không công tác,Có,37100000,3,15,2,2,3,5,3,3,3,2,18,13,8,5,10,Không
NV20261838,41,Nữ,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Tài chính,Kinh doanh,Quản lý kinh doanh,4,Ít,Không,25200000,13,15,1,1,2,1,4,4,6,1,11,10,7,8,9,Không
NV20261839,32,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Cao đẳng,Kỹ thuật,Công nghệ thông tin,Kỹ sư kiểm thử,2,Ít,Không,21100000,10,12,4,5,5,3,1,2,4,2,5,2,1,1,2,Không
NV20261840,33,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Marketing,Tài chính - Kế toán,Kế toán viên,3,Không công tác,Không,25400000,7,22,1,1,4,4,3,5,4,1,13,4,3,2,1,Có
NV20261841,30,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Nhân sự,Chuyên viên nhân sự,4,Không công tác,Không,33600000,11,19,3,2,4,2,4,5,1,4,12,8,5,4,3,Không
NV20261842,36,Nam,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Cao đẳng,Kỹ thuật,Nghiên cứu và Phát triển,Kỹ sư R&D,2,Ít,Có,21800000,10,9,3,3,2,4,4,3,3,1,11,2,1,1,1,Không
NV20261843,37,Nữ,Độc thân,Cần Thơ,Toàn thời gian,Đại học,Khác,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,4,Không công tác,Không,30400000,11,11,2,2,5,3,2,2,4,1,19,10,7,6,5,Không
NV20261844,36,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Tài chính,Nghiên cứu và Phát triển,Chuyên viên R&D,2,Ít,Không,20500000,7,13,3,4,5,3,3,3,5,3,11,2,1,1,1,Có
NV20261845,33,Nam,Đã kết hôn,Đà Nẵng,Hợp đồng xác định thời hạn,THPT,Kỹ thuật,Công nghệ thông tin,Kỹ sư kiểm thử,3,Ít,Không,25200000,13,3,5,5,4,4,4,3,2,3,8,5,2,4,4,Không
NV20261846,35,Nữ,Độc thân,Hải Phòng,Toàn thời gian,Đại học,Kinh tế,Kinh doanh,Trưởng nhóm kinh doanh,3,Không công tác,Không,24800000,5,6,4,2,4,3,4,3,2,1,12,4,2,1,2,Không
NV20261847,38,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Vận hành,Điều phối viên,3,Thường xuyên,Không,25600000,6,2,4,4,4,2,4,1,1,2,18,5,4,1,3,Không
NV20261848,32,Nam,Ly hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Nhân sự,Tài chính - Kế toán,Trưởng nhóm tài chính,4,Thường xuyên,Không,25800000,11,9,5,5,5,3,2,3,4,0,10,10,8,4,3,Không
NV20261849,31,Nam,Đã kết hôn,Bình Dương,Hợp đồng xác định thời hạn,Đại học,Marketing,Tài chính - Kế toán,Trưởng nhóm tài chính,3,Không công tác,Không,22900000,10,19,1,2,3,5,5,4,4,2,8,6,4,1,3,Không
NV20261850,35,Nam,Độc thân,Cần Thơ,Toàn thời gian,Cao đẳng,Kỹ thuật,Vận hành,Điều phối viên,2,Không công tác,Không,24900000,9,2,4,3,3,3,3,5,5,2,17,2,1,1,1,Không
NV20261851,21,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,Đại học,Kỹ thuật,Nhân sự,Trưởng nhóm nhân sự,1,Không công tác,Không,12700000,8,18,5,3,2,5,5,4,3,0,2,1,1,1,1,Không
NV20261852,26,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Kinh doanh,Trưởng nhóm kinh doanh,2,Không công tác,Không,17500000,14,6,5,2,4,4,5,5,3,0,2,2,1,2,1,Không
NV20261853,37,Nữ,Độc thân,Cần Thơ,Toàn thời gian,THPT,Kỹ thuật,Nghiên cứu và Phát triển,Trưởng nhóm R&D,4,Thường xuyên,Có,30600000,6,7,4,1,5,3,4,3,2,2,17,8,6,2,6,Không
NV20261854,30,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Nhân sự,Marketing,Trưởng nhóm marketing,3,Thường xuyên,Có,22100000,9,6,3,4,3,5,4,3,6,1,8,6,3,3,2,Không
NV20261855,33,Nam,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Khác,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,3,Ít,Không,27300000,7,7,5,4,4,4,2,4,3,3,13,7,4,5,5,Không
NV20261856,38,Nữ,Độc thân,Cần Thơ,Toàn thời gian,Đại học,Công nghệ thông tin,Tài chính - Kế toán,Trưởng nhóm tài chính,2,Ít,Có,25800000,8,8,3,4,3,2,4,3,2,2,19,3,2,1,2,Có
NV20261857,36,Nữ,Đã kết hôn,Bình Dương,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Trưởng nhóm kỹ thuật,3,Ít,Không,23300000,10,3,3,2,3,2,4,2,4,3,7,5,4,3,3,Không
NV20261858,26,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Kinh doanh,Quản lý kinh doanh,2,Không công tác,Có,16900000,20,12,2,5,3,4,4,4,2,4,3,3,3,2,2,Có
NV20261859,26,Nam,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Kinh tế,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Ít,Không,18400000,5,22,5,4,3,3,4,3,3,3,8,2,1,0,2,Có
NV20261860,33,Nữ,Ly hôn,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Marketing,Kinh doanh,Quản lý kinh doanh,3,Không công tác,Có,23300000,8,8,2,5,3,3,2,5,2,1,5,5,4,2,2,Không
NV20261861,20,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kỹ thuật,Công nghệ thông tin,Trưởng nhóm kỹ thuật,1,Ít,Không,11400000,7,27,5,5,4,4,4,2,1,1,0,0,0,0,0,Không
NV20261862,36,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,THPT,Marketing,Kinh doanh,Trưởng nhóm kinh doanh,2,Ít,Không,20700000,9,4,1,4,5,1,5,3,2,1,11,3,2,2,2,Không
NV20261863,33,Nam,Ly hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Marketing,Trưởng nhóm marketing,3,Không công tác,Không,26400000,14,5,2,2,5,3,2,4,2,0,10,6,4,3,2,Không
NV20261864,23,Nữ,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Cao đẳng,Marketing,Công nghệ thông tin,Kỹ sư dữ liệu,1,Ít,Không,13100000,10,6,4,5,4,4,4,3,2,2,5,1,1,0,1,Không
NV20261865,29,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kỹ thuật,Tài chính - Kế toán,Trưởng nhóm tài chính,3,Không công tác,Có,22300000,5,23,4,3,4,4,3,5,2,3,7,5,3,2,4,Không
NV20261866,21,Nam,Ly hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Trưởng nhóm kỹ thuật,1,Ít,Không,13700000,9,10,2,3,5,5,4,3,4,1,1,0,0,0,0,Không
NV20261867,27,Nam,Ly hôn,TP. Hồ Chí Minh,Thử việc,Cao đẳng,Kinh tế,Nhân sự,Chuyên viên nhân sự,1,Không công tác,Không,10800000,7,7,2,2,5,3,3,2,4,0,0,0,0,0,0,Không
